timestep,episode_num,reward,length,won,target_word,guess_count,possible_words_count
3432,573,-41.3,6,False,EVERY,6,1
3440,574,-14.5,6,False,HEART,6,1
3444,575,-14.3,6,False,SHINE,6,1
3452,576,-24.4,6,False,FAULT,6,1
3456,577,0.1,6,False,ARISE,6,1
3464,578,-42.1,6,False,STUDY,6,1
3468,579,-40.4,6,False,JAPAN,6,1
3476,580,-33.3,6,False,ENTRY,6,1
3480,581,-9.7,6,False,SINCE,6,1
3488,582,-19.2,6,False,STAFF,6,1
3492,583,-34.1,6,False,YOUTH,6,2
3500,584,-13.1,6,False,WRITE,6,1
3504,585,0.1,6,False,GRAVE,6,2
3512,586,-37.3,6,False,GLASS,6,1
3516,587,-17.6,6,False,THING,6,1
3524,588,-34.0,6,False,CLEAR,6,1
3528,589,-25.4,6,False,DEATH,6,1
3536,590,-36.8,6,False,NEEDS,6,1
3540,591,-45.5,6,False,INDEX,6,1
3548,592,-36.2,6,False,STUFF,6,1
3552,593,-47.6,6,False,SPENT,6,1
3560,594,-31.4,6,False,ERROR,6,1
3564,595,-5.1,6,False,STICK,6,1
3572,596,-58.7,6,False,ROMAN,6,3
3576,597,-36.0,6,False,USUAL,6,1
3584,598,-38.6,6,False,PITCH,6,1
3588,599,-43.6,6,False,CROSS,6,1
3596,600,-26.8,6,False,PRIME,6,3
3600,601,-40.8,6,False,MAJOR,6,2
